# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (m/s),Total acceleration (G),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (mm),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
1.4333,110.98,146.85,7.9853,147.16,8.0754,4.6931,5.1239e-4,4.6931,0.0062556,9.5213,1.2028,40,-100,0.99899,0.88922,-1.9205e-5,-6.8247,-0.011506,271.93,5.4321,0.0070172,3.4542e-5,312.92,275.98,1.3681,0.44158,4386924,27.3,3.0101,0.46059,0.46168,0.30802,0.0072169,0.14535,0.086137,0.11785,-2.3121e-4,0,0,0,0,-6.669e-5,0.0016789,27,5.7256e-4,83.695,-0.0092874,NaN,4.5286,834.33,334.04,0.023615,0.0148
1.4569,114.47,148.71,7.9355,149.03,8.0321,4.9212,5.4889e-4,4.9212,0.0063905,9.807,1.2419,40,-100,0.99899,0.96955,-2.1946e-5,-2.4854,-0.0092971,271.26,4.7571,0.0069944,3.4494e-5,312.73,275.53,1.3776,0.44721,4441428,27.093,3.0919,0.46127,0.46257,0.30786,0.0074072,0.146,0.094495,0.13039,3.213e-4,0,0,0,0,-8.6242e-6,0.0017004,27,5.7256e-4,83.584,-0.012804,NaN,4.5059,833.97,334.03,0.02075,0.015001
1.4777,117.57,150.32,7.8554,150.66,7.9514,5.1274,5.7813e-4,5.1274,0.0064604,10.06,1.2319,40,-100,0.99899,0.93959,-2.4286e-5,1.554,-0.01304,270.85,4.3503,0.0069806,3.4465e-5,312.85,275.26,1.3921,0.45211,4488857,26.9,3.1625,0.46188,0.4631,0.30773,0.0075764,0.14657,0.091394,0.1268,-3.1963e-4,0,0,0,0,3.2992e-6,0.001719,27,5.7256e-4,83.575,-0.014926,NaN,4.4858,833.66,334.02,0.020844,0.015189
1.4985,120.72,151.93,7.7732,152.28,7.8632,5.3397,6.045e-4,5.3397,0.0064864,10.309,1.1865,40,-100,0.99899,0.82892,-2.2678e-5,5.4202,-0.014946,270.47,3.9689,0.0069676,3.4437e-5,313.2,275,1.4147,0.45698,4535948,26.696,3.2323,0.46248,0.46344,0.30759,0.0077478,0.14715,0.079993,0.11294,2.2944e-4,0,0,0,0,3.9285e-5,0.0017376,27,5.7256e-4,83.648,-0.015771,NaN,4.4653,833.34,334,0.022871,0.01538
1.5214,124.22,153.67,7.6845,154.03,7.7612,5.5784,6.2988e-4,5.5784,0.0064695,10.566,1.0888,40,-100,0.99899,0.58148,-2.4703e-5,8.9216,-0.019592,270.07,3.5681,0.0069539,3.4408e-5,313.97,274.73,1.4533,0.46231,4587348,26.443,3.308,0.46316,0.46363,0.30743,0.0079387,0.14778,0.055105,0.080034,-7.9734e-5,0,0,0,0,1.0401e-4,0.0017577,27,5.7256e-4,83.814,-0.01539,NaN,4.4426,832.99,333.99,0.031487,0.015575
1.5529,129.09,156.04,7.5908,156.42,7.6462,5.9161,6.5942e-4,5.9161,0.0063862,10.878,0.91843,40,-100,0.99898,0.1524,-2.2899e-5,11.531,-0.087467,269.57,3.0697,0.0069368,3.4372e-5,315.37,274.39,1.5175,0.46955,4657078,26.323,3.4139,0.46409,0.46412,0.30722,0.0082045,0.14866,0.013982,0.020711,7.6878e-5,0,0,0,0,1.6844e-4,0.001785,27,5.7256e-4,84.143,-0.010973,NaN,4.4109,832.49,333.97,0.047231,0.015788
1.6001,136.55,159.56,7.7296,159.96,7.7595,6.439,6.9695e-4,6.439,0.0062016,11.245,0.67986,40,-100,0.99898,0.48333,-1.6091e-5,-9.4628,-0.025563,268.9,2.3985,0.0069138,3.4324e-5,314.4,273.94,1.4986,0.48029,4760428,26.755,3.582,0.4655,0.46583,0.3069,0.008613,0.14999,0.045504,0.068007,-4.7183e-4,0,0,0,0,-1.0844e-4,0.0018255,27,5.7256e-4,84.666,-0.0030083,NaN,4.3624,831.74,333.94,0.034186,0.015981
1.6343,142.05,162.17,7.4027,162.57,7.4204,6.827,7.2204e-4,6.827,0.0060597,11.448,0.51237,40,-100,0.99898,0.80546,-1.2813e-5,-3.7931,-0.0034868,268.25,1.7552,0.0068915,3.4278e-5,313.49,273.5,1.4812,0.48823,4836642,26.271,3.7119,0.46657,0.46749,0.30666,0.0089257,0.15099,0.077705,0.11467,3.8569e-4,0,0,0,0,-1.6864e-5,0.0018553,27,5.7256e-4,84.901,-3.1203e-4,NaN,4.3267,831.18,333.92,0.019571,0.016179
1.6538,145.23,163.61,7.0434,164.02,7.0578,7.052,7.3643e-4,7.052,0.0059833,11.545,0.45067,40,-100,0.99898,0.8698,-1.6147e-5,0.51013,-0.0077126,267.85,1.3472,0.0068774,3.4248e-5,313.33,273.22,1.4858,0.49263,4878812,25.074,3.7838,0.46718,0.46824,0.30652,0.0091033,0.15155,0.084328,0.12489,3.2775e-5,0,0,0,0,2.9962e-7,0.0018718,27,5.7256e-4,84.934,7.6393e-4,NaN,4.306,830.86,333.91,0.017621,0.016373
1.6715,148.13,164.84,6.0085,165.24,6.0204,7.2561,7.4964e-4,7.2561,0.0059193,11.625,0.37943,40,-100,0.99898,0.81014,-1.6678e-5,4.4602,-0.0067765,267.59,1.0959,0.0068686,3.423e-5,313.54,273.04,1.4997,0.49632,4914034,22.175,3.8423,0.46769,0.46861,0.30641,0.0092545,0.15202,0.078214,0.11747,1.4164e-4,0,0,0,0,2.2566e-5,0.0018858,27,5.7256e-4,84.89,0.0020157,NaN,4.2872,830.57,333.9,0.018439,0.016563
1.6899,151.18,165.92,4.7187,166.33,4.7291,7.4711,7.6383e-4,7.4711,0.0058578,11.697,0.31454,40,-100,0.99898,0.67976,-1.7654e-5,8.1955,-0.012208,267.41,0.91495,0.0068623,3.4217e-5,313.95,272.92,1.5195,0.49958,4944939,18.622,3.8931,0.46814,0.4688,0.30631,0.00939,0.15245,0.065006,0.09904,-2.1518e-4,0,0,0,0,7.5206e-5,0.0018982,27,5.7256e-4,84.772,0.0037272,NaN,4.2673,830.26,333.88,0.021574,0.016764
1.7115,154.77,166.89,3.1362,167.31,3.147,7.7242,7.8118e-4,7.7242,0.0057945,11.771,0.25993,40,-100,0.99898,0.43732,-1.8185e-5,11.56,-0.0035373,267.25,0.74813,0.0068565,3.4205e-5,314.71,272.81,1.5521,0.50252,4972408,13.834,3.9376,0.46856,0.46883,0.30621,0.0095136,0.15283,0.041073,0.063182,-4.2809e-5,0,0,0,0,1.479e-4,0.0019094,27,5.7256e-4,84.557,0.0047505,NaN,4.244,829.9,333.87,0.032361,0.016972
1.7438,160.18,167.79,0.036616,168.21,0.11788,8.1067,8.0886e-4,8.1067,0.0057168,11.87,0.11204,40,-100,0.99897,0.025896,-1.7537e-5,-13.425,-0.153,266.71,0.21291,0.0068378,3.4167e-5,316.06,272.43,1.6156,0.5052,4996476,6.7033,3.9781,0.46894,0.46894,0.30613,0.0096277,0.15318,0.0023567,0.0035282,-2.3393e-4,0,0,0,0,-1.9738e-4,0.0019197,27,5.7256e-4,84.142,0.0060032,NaN,4.2088,829.35,333.85,0.048541,0.017202
1.7924,168.33,167.8,-1.9179,168.23,1.9181,8.6848,8.5534e-4,8.6848,0.0056429,11.959,0.024095,40,-100,0.99897,0.42353,-2.7583e-5,-9.9487,-0.017279,266.52,0.019827,0.006831,3.4153e-5,314.78,272.3,1.5732,0.50547,4995333,1.602,3.9807,0.46897,0.46923,0.30612,0.009639,0.15321,0.039743,0.06232,2.7335e-4,0,0,0,0,-1.083e-4,0.0019199,27,5.7256e-4,83.554,0.0069294,NaN,4.1559,828.52,333.82,0.033514,0.01743
1.8259,173.94,167.17,-2.5192,167.6,2.5192,9.0858,8.901e-4,9.0858,0.005613,11.976,0.010644,40,-100,0.99897,0.61908,-3.8017e-5,-4.9979,-0.001955,266.5,0.0011043,0.0068304,3.4151e-5,314.16,272.29,1.5509,0.50366,4974897,0.008156,3.9499,0.46872,0.46926,0.30618,0.0095619,0.15298,0.058948,0.091675,4.739e-4,0,0,0,0,-2.7533e-5,0.0019128,27,5.7256e-4,83.298,0.0042549,NaN,4.1194,827.95,333.8,0.02298,0.017654
# Event BURNOUT occurred at t=1.8489 seconds
1.8489,177.78,166.61,-2.5127,167.04,2.5128,9.3611,9.148e-4,9.3611,0.0055992,11.981,0.022697,40,-100,0.99897,0.66392,-3.5998e-5,-0.82178,-0.011805,266.5,0.0011043,0.0068304,3.4151e-5,314.01,272.29,1.5454,0.502,4956712,0,3.9207,0.46848,0.46911,0.30623,0.0094915,0.15276,0.063425,0.098459,1.9442e-5,0,0,0,0,-7.4937e-7,0.0019064,27,5.7256e-4,83.231,0.0026124,NaN,4.0944,827.57,333.78,0.021462,0.017863
1.8703,181.35,166.08,-2.5001,166.51,2.5001,9.6182,9.3831e-4,9.6182,0.0055895,11.984,0.0089653,40,-100,0.99897,0.61851,-3.7199e-5,3.0527,-0.019261,266.5,0,0.0068303,3.4151e-5,314.14,272.29,1.5501,0.50045,4939790,0,3.8923,0.46826,0.46881,0.30628,0.0094263,0.15256,0.058882,0.091457,-1.7425e-4,0,0,0,0,1.0406e-5,0.0019004,27,5.7256e-4,83.256,-2.0139e-5,NaN,4.0712,827.2,333.77,0.023259,0.018058
1.8936,185.2,165.51,-2.4831,165.94,2.4833,9.897,9.6377e-4,9.897,0.0055795,11.982,0.029671,40,-100,0.99897,0.48362,-3.5924e-5,6.6231,-0.017946,266.5,0,0.0068303,3.4151e-5,314.54,272.29,1.5649,0.49878,4921548,0,3.8609,0.46803,0.46836,0.30633,0.0093564,0.15234,0.045573,0.071723,1.0384e-4,0,0,0,0,4.9314e-5,0.001894,27,5.7256e-4,83.37,-0.0024326,NaN,4.0462,826.81,333.75,0.029871,0.018261
1.9235,190.14,164.79,-2.4598,165.22,2.4616,10.255,9.9589e-4,10.255,0.0055643,11.964,0.094625,40,-100,0.99896,0.24282,-3.5921e-5,9.636,-0.020882,266.5,0,0.0068303,3.4151e-5,315.28,272.29,1.5923,0.49662,4898009,0,3.8207,0.46773,0.46781,0.3064,0.0092668,0.15206,0.022464,0.035355,-3.6078e-4,0,0,0,0,1.0531e-4,0.0018857,27,5.7256e-4,83.618,-0.0028954,NaN,4.0141,826.32,333.73,0.044807,0.018486
1.9683,197.5,163.71,-2.4265,164.14,2.4347,10.789,0.0010434,10.789,0.0055408,11.899,0.19893,40,-100,0.99896,0.1718,-3.452e-5,-10.042,-0.022171,266.5,0,0.0068303,3.4151e-5,315.48,272.29,1.5999,0.49338,4862818,0,3.7638,0.46728,0.46732,0.3065,0.009134,0.15165,0.015804,0.025725,-4.3754e-4,0,0,0,0,-1.1589e-4,0.0018735,27,5.7256e-4,84.076,0.0032266,NaN,3.9663,825.57,333.7,0.05,0.018678
2.0183,205.65,162.53,-2.3959,162.96,2.4126,11.382,0.0010982,11.382,0.0055285,11.779,0.28344,40,-100,0.99896,0.50929,-3.8009e-5,-5.3016,0.0035175,266.5,0,0.0068303,3.4151e-5,314.39,272.29,1.5594,0.48981,4823968,0,3.7045,0.46679,0.46716,0.30661,0.0089892,0.15119,0.048064,0.074807,2.7967e-4,0,0,0,0,-3.2781e-5,0.0018599,27,5.7256e-4,84.477,0.0077497,NaN,3.9133,824.74,333.67,0.029773,0.018949
2.0481,210.48,161.83,-2.3812,162.26,2.3999,11.731,0.0011331,11.731,0.0055344,11.693,0.29897,40,-100,0.99896,0.57869,-3.8262e-5,-0.95051,-8.9764e-4,266.5,0,0.0068303,3.4151e-5,314.16,272.29,1.551,0.48772,4801178,0,3.6692,0.4665,0.46698,0.30668,0.0089052,0.15092,0.054893,0.085352,-4.3346e-4,0,0,0,0,-1.0629e-6,0.0018519,27,5.7256e-4,84.571,0.0092461,NaN,3.8819,824.26,333.65,0.026334,0.019254
2.0744,214.73,161.22,-2.369,161.64,2.3884,12.038,0.0011655,12.038,0.0055473,11.615,0.30334,40,-100,0.99896,0.59936,-3.868e-5,3.1341,-0.0098182,266.5,0,0.0068303,3.4151e-5,314.09,272.29,1.5482,0.48594,4781770,0,3.639,0.46626,0.46677,0.30673,0.0088344,0.1507,0.056938,0.088339,7.988e-5,0,0,0,0,1.1642e-5,0.0018448,27,5.7256e-4,84.542,0.0098082,NaN,3.8542,823.83,333.63,0.025644,0.019463
2.1,218.86,160.63,-2.3591,161.04,2.3759,12.335,0.0011985,12.335,0.0055673,11.541,0.28203,40,-100,0.99896,0.52374,-3.972e-5,6.9192,-3.5669e-4,266.5,0,0.0068303,3.4151e-5,314.31,272.29,1.5562,0.48422,4763029,0,3.6087,0.46603,0.46642,0.30678,0.0087664,0.15048,0.049468,0.077086,-2.0933e-4,0,0,0,0,5.7153e-5,0.0018379,27,5.7256e-4,84.412,0.0097681,NaN,3.8274,823.41,333.62,0.029612,0.019676
2.1296,223.61,159.94,-2.353,160.35,2.3608,12.676,0.0012384,12.676,0.0055978,11.472,0.19172,40,-100,0.99895,0.18949,-3.9948e-5,9.6569,-0.018363,266.5,0,0.0068303,3.4151e-5,315.34,272.29,1.5946,0.48211,4740194,0,3.5705,0.46575,0.4658,0.30685,0.0086836,0.15022,0.017446,0.027349,9.247e-5,0,0,0,0,1.1232e-4,0.0018301,27,5.7256e-4,84.161,0.0082655,NaN,3.7966,822.93,333.6,0.044418,0.019876
2.1741,230.69,158.92,-2.3459,159.33,2.3471,13.184,0.0013013,13.184,0.0056553,11.417,0.073523,40,-100,0.99895,0.28257,-4.2974e-5,-8.8813,-0.009451,266.5,0,0.0068303,3.4151e-5,315.02,272.29,1.5827,0.47903,4706795,0,3.5193,0.46533,0.46545,0.30694,0.0085639,0.14983,0.026198,0.041808,-4.1098e-4,0,0,0,0,-9.6241e-5,0.0018184,27,5.7256e-4,83.731,0.0066367,NaN,3.7505,822.21,333.57,0.05,0.020073
2.2241,238.61,157.77,-2.3357,158.18,2.3358,13.754,0.0013757,13.754,0.0057306,11.403,0.014328,40,-100,0.99895,0.62478,-3.8175e-5,-3.149,-0.017219,266.5,0,0.0068303,3.4151e-5,313.93,272.29,1.5425,0.47559,4669580,0,3.4654,0.46488,0.46543,0.30704,0.0084321,0.1494,0.059437,0.091619,-1.8492e-4,0,0,0,0,-1.2277e-5,0.0018054,27,5.7256e-4,83.414,0.0038723,NaN,3.6991,821.41,333.54,0.02589,0.020267
2.2499,242.68,157.18,-2.3269,157.59,2.3271,14.049,0.001415,14.049,0.0057708,11.409,0.03274,40,-100,0.99895,0.69295,-4.1908e-5,1.1046,-0.018962,266.5,0,0.0068303,3.4151e-5,313.72,272.29,1.5345,0.47379,4650172,0,3.4367,0.46464,0.46532,0.3071,0.0083638,0.14918,0.066252,0.10175,3.9432e-4,0,0,0,0,1.5222e-6,0.0017987,27,5.7256e-4,83.386,-3.1123e-4,NaN,3.6726,821,333.52,0.023501,0.020482
2.2734,246.37,156.64,-2.3136,157.06,2.3136,14.318,0.0014505,14.318,0.0058046,11.415,0.0098782,40,-100,0.99895,0.60546,-3.9621e-5,4.8735,-0.02878,266.5,0,0.0068303,3.4151e-5,313.97,272.29,1.5438,0.47221,4633096,0,3.4097,0.46444,0.46495,0.30714,0.0083043,0.14899,0.057506,0.088872,3.8814e-4,0,0,0,0,2.9833e-5,0.0017926,27,5.7256e-4,83.458,-0.0045116,NaN,3.6486,820.62,333.51,0.027099,0.020704
2.3005,250.61,156.03,-2.2955,156.45,2.2958,14.627,0.0014903,14.627,0.0058376,11.411,0.039138,40,-100,0.99895,0.40901,-3.8031e-5,8.2505,-0.047402,266.5,0,0.0068303,3.4151e-5,314.56,272.29,1.5656,0.4704,4613521,0,3.378,0.4642,0.46444,0.3072,0.0082365,0.14877,0.038273,0.059969,-1.6052e-4,0,0,0,0,8.6168e-5,0.0017856,27,5.7256e-4,83.638,-0.0090846,NaN,3.6211,820.19,333.49,0.04049,0.020901
2.341,256.91,155.13,-2.2671,155.54,2.2713,15.088,0.0015461,15.088,0.0058713,11.376,0.138,40,-100,0.99894,0.01419,-3.2018e-5,-10.114,-1.3469,266.5,0,0.0068303,3.4151e-5,315.81,272.29,1.6119,0.46774,4584686,0,3.3331,0.46385,0.46385,0.30727,0.0081374,0.14844,0.0012878,0.0022303,-2.3238e-4,0,0,0,0,-1.3099e-4,0.0017753,27,5.7256e-4,84.026,-0.013399,NaN,3.5801,819.56,333.47,0.05,0.021121
2.391,264.63,154.02,-2.2354,154.43,2.2528,15.655,0.0016081,15.655,0.0058856,11.273,0.27952,40,-100,0.99894,0.61105,-4.0214e-5,-6.3879,-0.037533,266.5,0,0.0068303,3.4151e-5,313.9,272.29,1.5411,0.46459,4550506,0,3.286,0.46345,0.46397,0.30737,0.0080216,0.14806,0.058041,0.089789,1.0186e-4,0,0,0,0,-5.2973e-5,0.0017627,27,5.7256e-4,84.468,-0.010262,NaN,3.5299,818.77,333.44,0.027772,0.021319
2.4188,268.9,153.41,-2.2225,153.82,2.244,15.967,0.0016399,15.967,0.0058847,11.191,0.31033,40,-100,0.99894,0.74372,-3.9317e-5,-1.84,-0.038262,266.5,0,0.0068303,3.4151e-5,313.49,272.29,1.526,0.46279,4531136,0,3.2591,0.46322,0.46399,0.30742,0.0079563,0.14784,0.071339,0.10893,3.5654e-4,0,0,0,0,-4.4296e-6,0.0017557,27,5.7256e-4,84.584,-0.0012699,NaN,3.5021,818.34,333.42,0.023082,0.021511
2.4419,272.44,152.91,-2.2138,153.32,2.2344,16.224,0.0016661,16.224,0.0058839,11.122,0.30256,40,-100,0.99894,0.72278,-4.023e-5,2.1302,-0.031015,266.5,0,0.0068303,3.4151e-5,313.54,272.29,1.5279,0.46128,4514855,0,3.2348,0.46303,0.46376,0.30746,0.0079017,0.14766,0.069218,0.10609,-2.9819e-5,0,0,0,0,5.9765e-6,0.0017499,27,5.7256e-4,84.58,0.0074718,NaN,3.4791,817.98,333.41,0.023865,0.021706
2.4658,276.08,152.4,-2.2063,152.8,2.2234,16.489,0.0016941,16.489,0.0058867,11.054,0.27535,40,-100,0.99894,0.62066,-3.9888e-5,5.8533,-0.027091,266.5,0,0.0068303,3.4151e-5,313.84,272.29,1.5388,0.45974,4498196,0,3.2091,0.46283,0.46337,0.30751,0.0078461,0.14748,0.058983,0.091104,-3.561e-4,0,0,0,0,4.5434e-5,0.0017439,27,5.7256e-4,84.484,0.013519,NaN,3.4555,817.62,333.39,0.027992,0.021902
2.4937,280.34,151.79,-2.1992,152.19,2.2105,16.797,0.001729,16.797,0.0058975,10.985,0.22359,40,-100,0.99894,0.41063,-4.1442e-5,9.1962,-0.043181,266.5,0,0.0068303,3.4151e-5,314.47,272.29,1.5622,0.45794,4478822,0,3.1787,0.4626,0.46284,0.30756,0.0077818,0.14726,0.038408,0.059627,1.3411e-4,0,0,0,0,1.1304e-4,0.001737,27,5.7256e-4,84.27,0.017764,NaN,3.4278,817.19,333.38,0.041987,0.022096
2.5357,286.69,150.89,-2.193,151.28,2.1961,17.257,0.0017869,17.257,0.0059329,10.914,0.11716,40,-100,0.99893,0.057175,-4.0787e-5,-10.92,-0.33203,266.5,0,0.0068303,3.4151e-5,315.58,272.29,1.6033,0.45522,4449576,0,3.1347,0.46226,0.46227,0.30764,0.0076855,0.14694,0.0052034,0.0089334,2.7007e-4,0,0,0,0,-1.6134e-4,0.0017266,27,5.7256e-4,83.833,0.021548,NaN,3.3865,816.54,333.35,0.05,0.022319
2.5857,294.21,149.81,-2.1857,150.21,2.1859,17.802,0.001866,17.802,0.006006,10.882,0.027189,40,-100,0.99893,0.46696,-5.296e-5,-7.6871,-0.034209,266.5,0,0.0068303,3.4151e-5,314.25,272.29,1.5542,0.45208,4415794,0,3.0882,0.46187,0.46218,0.30773,0.0075756,0.14657,0.043851,0.06838,1.9652e-4,0,0,0,0,-8.1072e-5,0.0017144,27,5.7256e-4,83.35,0.01694,NaN,3.3376,815.78,333.32,0.038654,0.02254
2.6244,299.99,148.99,-2.1779,149.38,2.178,18.222,0.0019331,18.222,0.0060783,10.88,0.018448,40,-100,0.99893,0.6675,-5.9604e-5,-2.8953,-0.032066,266.5,0,0.0068303,3.4151e-5,313.63,272.29,1.531,0.44963,4389410,0,3.0526,0.46157,0.46219,0.3078,0.0074904,0.14628,0.06363,0.09703,9.8704e-5,0,0,0,0,-1.1629e-5,0.001705,27,5.7256e-4,83.14,0.0084311,NaN,3.3001,815.2,333.3,0.027559,0.02276
2.652,304.08,148.4,-2.1691,148.8,2.1693,18.522,0.0019825,18.522,0.0061327,10.887,0.029226,40,-100,0.99893,0.71304,-5.7165e-5,1.2957,-0.02716,266.5,0,0.0068303,3.4151e-5,313.48,272.29,1.5256,0.44786,4370439,0,3.0262,0.46135,0.46206,0.30785,0.0074295,0.14607,0.068196,0.10435,-9.1666e-5,0,0,0,0,2.3476e-6,0.0016983,27,5.7256e-4,83.118,0.0015722,NaN,3.2735,814.78,333.28,0.025843,0.022972
2.6778,307.91,147.85,-2.1559,148.25,2.1559,18.804,0.0020288,18.804,0.006182,10.892,0.0035642,40,-100,0.99893,0.60273,-5.9367e-5,5.0046,-0.023421,266.5,0,0.0068303,3.4151e-5,313.8,272.29,1.5374,0.44625,4353153,0,3.0004,0.46115,0.46166,0.30789,0.0073745,0.14589,0.057169,0.088343,-2.5039e-4,0,0,0,0,3.5279e-5,0.0016921,27,5.7256e-4,83.201,-0.0027607,NaN,3.2486,814.39,333.27,0.03076,0.023171
2.7086,312.45,147.2,-2.1374,147.6,2.138,19.139,0.0020828,19.139,0.0062355,10.886,0.049435,40,-100,0.99893,0.36263,-5.9542e-5,8.2395,-0.034817,266.5,0,0.0068303,3.4151e-5,314.52,272.29,1.5642,0.44434,4332733,0,2.9696,0.46092,0.46111,0.30795,0.0073099,0.14567,0.033774,0.052531,1.2614e-4,0,0,0,0,9.6458e-5,0.0016848,27,5.7256e-4,83.409,-0.005334,NaN,3.2191,813.94,333.25,0.04614,0.030985
2.7547,319.22,146.24,-2.1097,146.64,2.1147,19.64,0.0021607,19.64,0.0063035,10.841,0.14586,40,-100,0.99892,0.10843,-6.1587e-5,-9.459,-0.11548,266.5,0,0.0068303,3.4151e-5,315.31,272.29,1.5935,0.44152,4302432,0,2.9263,0.46058,0.4606,0.30802,0.0072148,0.14534,0.0099013,0.016088,1.0367e-4,0,0,0,0,-1.2878e-4,0.0016738,27,5.7256e-4,83.834,-0.0051589,NaN,3.1751,813.25,333.22,0.05,0.03119
2.8047,326.51,145.21,-2.0849,145.61,2.0974,20.18,0.0022419,20.18,0.0063654,10.749,0.22866,40,-100,0.99892,0.5179,-5.5322e-5,-6.1019,-0.023025,266.5,0,0.0068303,3.4151e-5,314,272.29,1.545,0.43845,4269647,0,2.8831,0.46021,0.46059,0.30811,0.007113,0.14499,0.048794,0.075433,-7.6719e-6,0,0,0,0,-5.4349e-5,0.001662,27,5.7256e-4,84.24,0.0033387,NaN,3.1277,812.51,333.19,0.037403,0.031494
2.8421,331.92,144.45,-2.0681,144.84,2.0886,20.58,0.0023026,20.58,0.0064105,10.652,0.29167,40,-100,0.99892,0.80597,-4.8344e-5,-0.88905,-0.023342,266.5,0,0.0068303,3.4151e-5,313.13,272.29,1.5126,0.43631,4246601,0,2.8547,0.45996,0.46086,0.30817,0.0070424,0.14475,0.077579,0.11748,2.8254e-4,0,0,0,0,-1.1653e-6,0.0016533,27,5.7256e-4,84.377,0.012039,NaN,3.0925,811.96,333.17,0.02427,0.031819
2.8664,335.42,143.96,-2.0609,144.35,2.0792,20.838,0.0023432,20.838,0.0064428,10.583,0.27486,40,-100,0.99892,0.74239,-4.7887e-5,3.0806,-0.033209,266.5,0,0.0068303,3.4151e-5,313.3,272.29,1.5192,0.43481,4230634,0,2.832,0.45978,0.46055,0.30821,0.0069935,0.14458,0.071118,0.10797,-1.6198e-4,0,0,0,0,1.4089e-5,0.0016476,27,5.7256e-4,84.35,0.01892,NaN,3.0697,811.61,333.16,0.026602,0.032356
2.893,339.25,143.42,-2.0557,143.81,2.0675,21.118,0.0023899,21.118,0.0064839,10.518,0.22034,40,-100,0.99892,0.50623,-5.1249e-5,6.4708,-0.03753,266.5,0,0.0068303,3.4151e-5,314,272.29,1.545,0.43312,4212655,0,2.805,0.45958,0.45994,0.30825,0.0069385,0.14439,0.047642,0.073602,-3.9965e-4,0,0,0,0,6.2654e-5,0.0016414,27,5.7256e-4,84.22,0.024359,NaN,3.0449,811.22,333.14,0.039345,0.033184
2.9323,344.87,142.63,-2.0491,143.01,2.0542,21.531,0.0024645,21.531,0.0065582,10.448,0.14396,40,-100,0.99892,0.14242,-5.3153e-5,9.0021,-0.096915,266.5,0,0.0068303,3.4151e-5,315.13,272.29,1.5868,0.43072,4187044,0,2.7683,0.4593,0.45933,0.30832,0.006861,0.14412,0.013033,0.021041,3.0856e-4,0,0,0,0,1.2263e-4,0.0016323,27,5.7256e-4,83.906,0.023768,NaN,3.0083,810.65,333.12,0.05,0.033572
2.9823,351.98,141.63,-2.0418,142.01,2.0429,22.052,0.0025682,22.052,0.0066727,10.398,0.064525,40,-100,0.99891,0.26808,-5.439e-5,-8.2317,-0.050912,266.5,0,0.0068303,3.4151e-5,314.71,272.29,1.5711,0.42775,4155443,0,2.7263,0.45895,0.45905,0.3084,0.0067664,0.14379,0.02477,0.03951,-1.2106e-5,0,0,0,0,-1.0398e-4,0.0016209,27,5.7256e-4,83.459,0.012911,NaN,2.9621,809.93,333.09,0.05,0.033913
3.0323,359.04,140.63,-2.0304,141.01,2.0307,22.571,0.0026767,22.571,0.0067946,10.377,0.03559,40,-100,0.99891,0.42741,-4.3552e-5,-4.5312,-0.013029,266.5,0,0.0068303,3.4151e-5,314.19,272.29,1.552,0.42491,4125051,0,2.6868,0.45862,0.45888,0.30848,0.0066766,0.14347,0.039971,0.062325,2.1163e-4,0,0,0,0,-3.1937e-5,0.0016095,27,5.7256e-4,83.134,-3.2664e-4,NaN,2.9163,809.22,333.07,0.048397,0.034285
3.0807,365.82,139.67,-2.0158,140.05,2.0161,23.073,0.0027803,23.073,0.0069041,10.36,0.033558,40,-100,0.99891,0.44472,-3.3888e-5,-0.5516,-0.0067714,266.5,0,0.0068303,3.4151e-5,314.12,272.29,1.5494,0.42213,4095441,0,2.6478,0.4583,0.45858,0.30855,0.0065899,0.14317,0.041639,0.064803,3.8969e-4,0,0,0,0,-4.7959e-7,0.0015986,27,5.7256e-4,83.011,-0.0074043,NaN,2.8722,808.53,333.04,0.047202,0.034703
3.1279,372.39,138.74,-1.9966,139.13,1.9978,23.561,0.0028763,23.561,0.0069945,10.339,0.069111,40,-100,0.99891,0.26475,-2.8944e-5,2.8816,-0.024886,266.5,0,0.0068303,3.4151e-5,314.66,272.29,1.5695,0.41946,4066952,0,2.6094,0.458,0.4581,0.30862,0.0065072,0.14287,0.024448,0.038312,-4.118e-4,0,0,0,0,1.3258e-5,0.001588,27,5.7256e-4,83.073,-0.01102,NaN,2.8295,807.87,333.01,0.05,0.035126
